"","date","experiment","round","assay","condition","dose","control","plate","row","col","strain","trait","phenotype"
"1211","20141028","dose",9,NA,"carmustine","1000","DMSO",5,"H","5","N2","median.TOF",91.5
"1212","20141028","dose",9,NA,"carmustine","1000","DMSO",5,"H","5","N2","norm.n",4.66666666666667
"1213","20141028","dose",9,NA,"carmustine","0","DMSO",5,"H","7","DL238","median.EXT",578
"1214","20141028","dose",9,NA,"carmustine","0","DMSO",5,"H","7","DL238","median.norm.EXT",1.95481927710843
"1215","20141028","dose",9,NA,"carmustine","0","DMSO",5,"H","7","DL238","median.TOF",293
"1216","20141028","dose",9,NA,"carmustine","0","DMSO",5,"H","7","DL238","norm.n",111.666666666667
"1217","20141028","dose",9,NA,"carmustine","125","DMSO",5,"H","8","DL238","median.EXT",417.5
"1218","20141028","dose",9,NA,"carmustine","125","DMSO",5,"H","8","DL238","median.norm.EXT",1.91891151720361
"1219","20141028","dose",9,NA,"carmustine","125","DMSO",5,"H","8","DL238","median.TOF",198
"1220","20141028","dose",9,NA,"carmustine","125","DMSO",5,"H","8","DL238","norm.n",56
"1221","20141028","dose",9,NA,"carmustine","250","DMSO",5,"H","9","DL238","median.EXT",469
"1222","20141028","dose",9,NA,"carmustine","250","DMSO",5,"H","9","DL238","median.norm.EXT",2.66964285714286
"1223","20141028","dose",9,NA,"carmustine","250","DMSO",5,"H","9","DL238","median.TOF",144
"1224","20141028","dose",9,NA,"carmustine","250","DMSO",5,"H","9","DL238","norm.n",9.66666666666667
"1225","20141028","dose",9,NA,"carmustine","500","DMSO",5,"H","10","DL238","median.EXT",280
"1226","20141028","dose",9,NA,"carmustine","500","DMSO",5,"H","10","DL238","median.norm.EXT",2.92727272727273
"1227","20141028","dose",9,NA,"carmustine","500","DMSO",5,"H","10","DL238","median.TOF",103
"1228","20141028","dose",9,NA,"carmustine","500","DMSO",5,"H","10","DL238","norm.n",8.33333333333333
"1229","20141028","dose",9,NA,"carmustine","1000","DMSO",5,"H","11","DL238","median.EXT",317
"1230","20141028","dose",9,NA,"carmustine","1000","DMSO",5,"H","11","DL238","median.norm.EXT",3.25757575757576
"1231","20141028","dose",9,NA,"carmustine","1000","DMSO",5,"H","11","DL238","median.TOF",107
"1232","20141028","dose",9,NA,"carmustine","1000","DMSO",5,"H","11","DL238","norm.n",8.33333333333333
"1233","20141028","dose",9,NA,"etoposide","0","DMSO",9,"A","1","N2","median.EXT",495
"1234","20141028","dose",9,NA,"etoposide","0","DMSO",9,"A","1","N2","median.norm.EXT",2.0840450310559
"1235","20141028","dose",9,NA,"etoposide","0","DMSO",9,"A","1","N2","median.TOF",231.5
"1236","20141028","dose",9,NA,"etoposide","0","DMSO",9,"A","1","N2","norm.n",126.666666666667
"1237","20141028","dose",9,NA,"etoposide","125","DMSO",9,"A","2","N2","median.EXT",379
"1238","20141028","dose",9,NA,"etoposide","125","DMSO",9,"A","2","N2","median.norm.EXT",1.87892376681614
"1239","20141028","dose",9,NA,"etoposide","125","DMSO",9,"A","2","N2","median.TOF",201
"1240","20141028","dose",9,NA,"etoposide","125","DMSO",9,"A","2","N2","norm.n",113
"1241","20141028","dose",9,NA,"etoposide","250","DMSO",9,"A","3","N2","median.EXT",505.5
"1242","20141028","dose",9,NA,"etoposide","250","DMSO",9,"A","3","N2","median.norm.EXT",2.07553137651822
"1243","20141028","dose",9,NA,"etoposide","250","DMSO",9,"A","3","N2","median.TOF",236
"1244","20141028","dose",9,NA,"etoposide","250","DMSO",9,"A","3","N2","norm.n",140
"1245","20141028","dose",9,NA,"etoposide","500","DMSO",9,"A","4","N2","median.EXT",248.5
"1246","20141028","dose",9,NA,"etoposide","500","DMSO",9,"A","4","N2","median.norm.EXT",1.67540288969158
"1247","20141028","dose",9,NA,"etoposide","500","DMSO",9,"A","4","N2","median.TOF",141
"1248","20141028","dose",9,NA,"etoposide","500","DMSO",9,"A","4","N2","norm.n",58.6666666666667
"1249","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"A","5","N2","median.EXT",173.5
"1250","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"A","5","N2","median.norm.EXT",2.05108428347865
"1251","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"A","5","N2","median.TOF",87.5
"1252","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"A","5","N2","norm.n",29.3333333333333
"1253","20141028","dose",9,NA,"etoposide","0","DMSO",9,"A","7","CB4856","median.EXT",560.5
"1254","20141028","dose",9,NA,"etoposide","0","DMSO",9,"A","7","CB4856","median.norm.EXT",2.22831387616374
"1255","20141028","dose",9,NA,"etoposide","0","DMSO",9,"A","7","CB4856","median.TOF",281
"1256","20141028","dose",9,NA,"etoposide","0","DMSO",9,"A","7","CB4856","norm.n",99.3333333333333
"1257","20141028","dose",9,NA,"etoposide","125","DMSO",9,"A","8","CB4856","median.EXT",389.5
"1258","20141028","dose",9,NA,"etoposide","125","DMSO",9,"A","8","CB4856","median.norm.EXT",1.91421568627451
"1259","20141028","dose",9,NA,"etoposide","125","DMSO",9,"A","8","CB4856","median.TOF",201.5
"1260","20141028","dose",9,NA,"etoposide","125","DMSO",9,"A","8","CB4856","norm.n",112.666666666667
"1261","20141028","dose",9,NA,"etoposide","250","DMSO",9,"A","9","CB4856","median.EXT",296
"1262","20141028","dose",9,NA,"etoposide","250","DMSO",9,"A","9","CB4856","median.norm.EXT",1.86486486486486
"1263","20141028","dose",9,NA,"etoposide","250","DMSO",9,"A","9","CB4856","median.TOF",165
"1264","20141028","dose",9,NA,"etoposide","250","DMSO",9,"A","9","CB4856","norm.n",40.3333333333333
"1265","20141028","dose",9,NA,"etoposide","500","DMSO",9,"A","10","CB4856","median.EXT",346
"1266","20141028","dose",9,NA,"etoposide","500","DMSO",9,"A","10","CB4856","median.norm.EXT",2.39767441860465
"1267","20141028","dose",9,NA,"etoposide","500","DMSO",9,"A","10","CB4856","median.TOF",104
"1268","20141028","dose",9,NA,"etoposide","500","DMSO",9,"A","10","CB4856","norm.n",12.3333333333333
"1269","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"A","11","CB4856","median.EXT",177
"1270","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"A","11","CB4856","median.norm.EXT",2.07264007486256
"1271","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"A","11","CB4856","median.TOF",83
"1272","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"A","11","CB4856","norm.n",5.33333333333333
"1273","20141028","dose",9,NA,"etoposide","0","DMSO",9,"B","1","DL238","median.EXT",661
"1274","20141028","dose",9,NA,"etoposide","0","DMSO",9,"B","1","DL238","median.norm.EXT",2.16863905325444
"1275","20141028","dose",9,NA,"etoposide","0","DMSO",9,"B","1","DL238","median.TOF",305
"1276","20141028","dose",9,NA,"etoposide","0","DMSO",9,"B","1","DL238","norm.n",53.6666666666667
"1277","20141028","dose",9,NA,"etoposide","125","DMSO",9,"B","2","DL238","median.EXT",560.5
"1278","20141028","dose",9,NA,"etoposide","125","DMSO",9,"B","2","DL238","median.norm.EXT",2.12757919209532
"1279","20141028","dose",9,NA,"etoposide","125","DMSO",9,"B","2","DL238","median.TOF",273.5
"1280","20141028","dose",9,NA,"etoposide","125","DMSO",9,"B","2","DL238","norm.n",112
"1281","20141028","dose",9,NA,"etoposide","250","DMSO",9,"B","3","DL238","median.EXT",564
"1282","20141028","dose",9,NA,"etoposide","250","DMSO",9,"B","3","DL238","median.norm.EXT",2.03191529494612
"1283","20141028","dose",9,NA,"etoposide","250","DMSO",9,"B","3","DL238","median.TOF",275.5
"1284","20141028","dose",9,NA,"etoposide","250","DMSO",9,"B","3","DL238","norm.n",102
"1285","20141028","dose",9,NA,"etoposide","500","DMSO",9,"B","4","DL238","median.EXT",248
"1286","20141028","dose",9,NA,"etoposide","500","DMSO",9,"B","4","DL238","median.norm.EXT",1.72521841794569
"1287","20141028","dose",9,NA,"etoposide","500","DMSO",9,"B","4","DL238","median.TOF",133
"1288","20141028","dose",9,NA,"etoposide","500","DMSO",9,"B","4","DL238","norm.n",29.3333333333333
"1289","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"B","5","DL238","median.EXT",271
"1290","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"B","5","DL238","median.norm.EXT",2.72077922077922
"1291","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"B","5","DL238","median.TOF",100.5
"1292","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"B","5","DL238","norm.n",16.6666666666667
"1293","20141028","dose",9,NA,"etoposide","0","DMSO",9,"B","7","JU258","median.EXT",617
"1294","20141028","dose",9,NA,"etoposide","0","DMSO",9,"B","7","JU258","median.norm.EXT",2.42391304347826
"1295","20141028","dose",9,NA,"etoposide","0","DMSO",9,"B","7","JU258","median.TOF",275
"1296","20141028","dose",9,NA,"etoposide","0","DMSO",9,"B","7","JU258","norm.n",108.333333333333
"1297","20141028","dose",9,NA,"etoposide","125","DMSO",9,"B","8","JU258","median.EXT",569.5
"1298","20141028","dose",9,NA,"etoposide","125","DMSO",9,"B","8","JU258","median.norm.EXT",2.3662103936454
"1299","20141028","dose",9,NA,"etoposide","125","DMSO",9,"B","8","JU258","median.TOF",262.5
"1300","20141028","dose",9,NA,"etoposide","125","DMSO",9,"B","8","JU258","norm.n",101.333333333333
"1301","20141028","dose",9,NA,"etoposide","250","DMSO",9,"B","9","JU258","median.EXT",442
"1302","20141028","dose",9,NA,"etoposide","250","DMSO",9,"B","9","JU258","median.norm.EXT",2.18787552969452
"1303","20141028","dose",9,NA,"etoposide","250","DMSO",9,"B","9","JU258","median.TOF",216.5
"1304","20141028","dose",9,NA,"etoposide","250","DMSO",9,"B","9","JU258","norm.n",68
"1305","20141028","dose",9,NA,"etoposide","500","DMSO",9,"B","10","JU258","median.EXT",207.5
"1306","20141028","dose",9,NA,"etoposide","500","DMSO",9,"B","10","JU258","median.norm.EXT",2.03317448680352
"1307","20141028","dose",9,NA,"etoposide","500","DMSO",9,"B","10","JU258","median.TOF",116.5
"1308","20141028","dose",9,NA,"etoposide","500","DMSO",9,"B","10","JU258","norm.n",22
"1309","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"B","11","JU258","median.EXT",214
"1310","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"B","11","JU258","median.norm.EXT",2.37476053639847
"1311","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"B","11","JU258","median.TOF",95
"1312","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"B","11","JU258","norm.n",12.6666666666667
"1313","20141028","dose",9,NA,"etoposide","0","DMSO",9,"C","1","DL238","median.EXT",537
"1314","20141028","dose",9,NA,"etoposide","0","DMSO",9,"C","1","DL238","median.norm.EXT",2.00696864111498
"1315","20141028","dose",9,NA,"etoposide","0","DMSO",9,"C","1","DL238","median.TOF",266
"1316","20141028","dose",9,NA,"etoposide","0","DMSO",9,"C","1","DL238","norm.n",117.666666666667
"1317","20141028","dose",9,NA,"etoposide","125","DMSO",9,"C","2","DL238","median.EXT",548
"1318","20141028","dose",9,NA,"etoposide","125","DMSO",9,"C","2","DL238","median.norm.EXT",2.01346801346801
"1319","20141028","dose",9,NA,"etoposide","125","DMSO",9,"C","2","DL238","median.TOF",283
"1320","20141028","dose",9,NA,"etoposide","125","DMSO",9,"C","2","DL238","norm.n",105.666666666667
"1321","20141028","dose",9,NA,"etoposide","250","DMSO",9,"C","3","DL238","median.EXT",541
"1322","20141028","dose",9,NA,"etoposide","250","DMSO",9,"C","3","DL238","median.norm.EXT",2.00803157556565
"1323","20141028","dose",9,NA,"etoposide","250","DMSO",9,"C","3","DL238","median.TOF",267
"1324","20141028","dose",9,NA,"etoposide","250","DMSO",9,"C","3","DL238","norm.n",98.6666666666667
"1325","20141028","dose",9,NA,"etoposide","500","DMSO",9,"C","4","DL238","median.EXT",216
"1326","20141028","dose",9,NA,"etoposide","500","DMSO",9,"C","4","DL238","median.norm.EXT",1.9047619047619
"1327","20141028","dose",9,NA,"etoposide","500","DMSO",9,"C","4","DL238","median.TOF",115
"1328","20141028","dose",9,NA,"etoposide","500","DMSO",9,"C","4","DL238","norm.n",21
"1329","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"C","5","DL238","median.EXT",207.5
"1330","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"C","5","DL238","median.norm.EXT",2.23783783783784
"1331","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"C","5","DL238","median.TOF",85
"1332","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"C","5","DL238","norm.n",15.3333333333333
"1333","20141028","dose",9,NA,"etoposide","0","DMSO",9,"C","7","N2","median.EXT",511.5
"1334","20141028","dose",9,NA,"etoposide","0","DMSO",9,"C","7","N2","median.norm.EXT",1.96907650633949
"1335","20141028","dose",9,NA,"etoposide","0","DMSO",9,"C","7","N2","median.TOF",260.5
"1336","20141028","dose",9,NA,"etoposide","0","DMSO",9,"C","7","N2","norm.n",178
"1337","20141028","dose",9,NA,"etoposide","125","DMSO",9,"C","8","N2","median.EXT",503
"1338","20141028","dose",9,NA,"etoposide","125","DMSO",9,"C","8","N2","median.norm.EXT",1.98181818181818
"1339","20141028","dose",9,NA,"etoposide","125","DMSO",9,"C","8","N2","median.TOF",258
"1340","20141028","dose",9,NA,"etoposide","125","DMSO",9,"C","8","N2","norm.n",151
"1341","20141028","dose",9,NA,"etoposide","250","DMSO",9,"C","9","N2","median.EXT",496
"1342","20141028","dose",9,NA,"etoposide","250","DMSO",9,"C","9","N2","median.norm.EXT",1.91582885736584
"1343","20141028","dose",9,NA,"etoposide","250","DMSO",9,"C","9","N2","median.TOF",241
"1344","20141028","dose",9,NA,"etoposide","250","DMSO",9,"C","9","N2","norm.n",110.666666666667
"1345","20141028","dose",9,NA,"etoposide","500","DMSO",9,"C","10","N2","median.EXT",309
"1346","20141028","dose",9,NA,"etoposide","500","DMSO",9,"C","10","N2","median.norm.EXT",1.74725274725275
"1347","20141028","dose",9,NA,"etoposide","500","DMSO",9,"C","10","N2","median.TOF",184
"1348","20141028","dose",9,NA,"etoposide","500","DMSO",9,"C","10","N2","norm.n",23.6666666666667
"1349","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"C","11","N2","median.EXT",177
"1350","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"C","11","N2","median.norm.EXT",1.67142857142857
"1351","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"C","11","N2","median.TOF",85
"1352","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"C","11","N2","norm.n",25.6666666666667
"1353","20141028","dose",9,NA,"etoposide","0","DMSO",9,"D","1","JU258","median.EXT",842
"1354","20141028","dose",9,NA,"etoposide","0","DMSO",9,"D","1","JU258","median.norm.EXT",2.63443396226415
"1355","20141028","dose",9,NA,"etoposide","0","DMSO",9,"D","1","JU258","median.TOF",303
"1356","20141028","dose",9,NA,"etoposide","0","DMSO",9,"D","1","JU258","norm.n",87.6666666666667
"1357","20141028","dose",9,NA,"etoposide","125","DMSO",9,"D","2","JU258","median.EXT",787.5
"1358","20141028","dose",9,NA,"etoposide","125","DMSO",9,"D","2","JU258","median.norm.EXT",2.68723911747168
"1359","20141028","dose",9,NA,"etoposide","125","DMSO",9,"D","2","JU258","median.TOF",295
"1360","20141028","dose",9,NA,"etoposide","125","DMSO",9,"D","2","JU258","norm.n",86.6666666666667
"1361","20141028","dose",9,NA,"etoposide","500","DMSO",9,"D","4","JU258","median.EXT",350
"1362","20141028","dose",9,NA,"etoposide","500","DMSO",9,"D","4","JU258","median.norm.EXT",1.98046875
"1363","20141028","dose",9,NA,"etoposide","500","DMSO",9,"D","4","JU258","median.TOF",157
"1364","20141028","dose",9,NA,"etoposide","500","DMSO",9,"D","4","JU258","norm.n",35.6666666666667
"1365","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"D","5","JU258","median.EXT",257
"1366","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"D","5","JU258","median.norm.EXT",2.05583756345178
"1367","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"D","5","JU258","median.TOF",111
"1368","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"D","5","JU258","norm.n",11
"1369","20141028","dose",9,NA,"etoposide","0","DMSO",9,"D","7","CB4856","median.EXT",581
"1370","20141028","dose",9,NA,"etoposide","0","DMSO",9,"D","7","CB4856","median.norm.EXT",2.14160739687055
"1371","20141028","dose",9,NA,"etoposide","0","DMSO",9,"D","7","CB4856","median.TOF",278
"1372","20141028","dose",9,NA,"etoposide","0","DMSO",9,"D","7","CB4856","norm.n",92
"1373","20141028","dose",9,NA,"etoposide","125","DMSO",9,"D","8","CB4856","median.EXT",443
"1374","20141028","dose",9,NA,"etoposide","125","DMSO",9,"D","8","CB4856","median.norm.EXT",1.80754985754986
"1375","20141028","dose",9,NA,"etoposide","125","DMSO",9,"D","8","CB4856","median.TOF",230
"1376","20141028","dose",9,NA,"etoposide","125","DMSO",9,"D","8","CB4856","norm.n",161.333333333333
"1377","20141028","dose",9,NA,"etoposide","250","DMSO",9,"D","9","CB4856","median.EXT",268.5
"1378","20141028","dose",9,NA,"etoposide","250","DMSO",9,"D","9","CB4856","median.norm.EXT",1.76536294109754
"1379","20141028","dose",9,NA,"etoposide","250","DMSO",9,"D","9","CB4856","median.TOF",155
"1380","20141028","dose",9,NA,"etoposide","250","DMSO",9,"D","9","CB4856","norm.n",46
"1381","20141028","dose",9,NA,"etoposide","500","DMSO",9,"D","10","CB4856","median.EXT",167
"1382","20141028","dose",9,NA,"etoposide","500","DMSO",9,"D","10","CB4856","median.norm.EXT",1.57538659793814
"1383","20141028","dose",9,NA,"etoposide","500","DMSO",9,"D","10","CB4856","median.TOF",100.5
"1384","20141028","dose",9,NA,"etoposide","500","DMSO",9,"D","10","CB4856","norm.n",19.3333333333333
"1385","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"D","11","CB4856","median.EXT",245
"1386","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"D","11","CB4856","median.norm.EXT",2.30831643002028
"1387","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"D","11","CB4856","median.TOF",102.5
"1388","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"D","11","CB4856","norm.n",22
"1389","20141028","dose",9,NA,"etoposide","0","DMSO",9,"E","1","JU258","median.EXT",626
"1390","20141028","dose",9,NA,"etoposide","0","DMSO",9,"E","1","JU258","median.norm.EXT",2.10979502688172
"1391","20141028","dose",9,NA,"etoposide","0","DMSO",9,"E","1","JU258","median.TOF",290
"1392","20141028","dose",9,NA,"etoposide","0","DMSO",9,"E","1","JU258","norm.n",110
"1393","20141028","dose",9,NA,"etoposide","125","DMSO",9,"E","2","JU258","median.EXT",517
"1394","20141028","dose",9,NA,"etoposide","125","DMSO",9,"E","2","JU258","median.norm.EXT",1.97849039281264
"1395","20141028","dose",9,NA,"etoposide","125","DMSO",9,"E","2","JU258","median.TOF",250
"1396","20141028","dose",9,NA,"etoposide","125","DMSO",9,"E","2","JU258","norm.n",116.666666666667
"1397","20141028","dose",9,NA,"etoposide","250","DMSO",9,"E","3","JU258","median.EXT",513.5
"1398","20141028","dose",9,NA,"etoposide","250","DMSO",9,"E","3","JU258","median.norm.EXT",2.12967759393846
"1399","20141028","dose",9,NA,"etoposide","250","DMSO",9,"E","3","JU258","median.TOF",241.5
"1400","20141028","dose",9,NA,"etoposide","250","DMSO",9,"E","3","JU258","norm.n",92
"1401","20141028","dose",9,NA,"etoposide","500","DMSO",9,"E","4","JU258","median.EXT",302
"1402","20141028","dose",9,NA,"etoposide","500","DMSO",9,"E","4","JU258","median.norm.EXT",1.82692307692308
"1403","20141028","dose",9,NA,"etoposide","500","DMSO",9,"E","4","JU258","median.TOF",151
"1404","20141028","dose",9,NA,"etoposide","500","DMSO",9,"E","4","JU258","norm.n",52.3333333333333
"1405","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"E","5","JU258","median.EXT",168
"1406","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"E","5","JU258","median.norm.EXT",1.78125
"1407","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"E","5","JU258","median.TOF",102
"1408","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"E","5","JU258","norm.n",7.66666666666667
"1409","20141028","dose",9,NA,"etoposide","0","DMSO",9,"E","7","DL238","median.EXT",528
"1410","20141028","dose",9,NA,"etoposide","0","DMSO",9,"E","7","DL238","median.norm.EXT",1.9
"1411","20141028","dose",9,NA,"etoposide","0","DMSO",9,"E","7","DL238","median.TOF",273
"1412","20141028","dose",9,NA,"etoposide","0","DMSO",9,"E","7","DL238","norm.n",113.666666666667
"1413","20141028","dose",9,NA,"etoposide","125","DMSO",9,"E","8","DL238","median.EXT",567
"1414","20141028","dose",9,NA,"etoposide","125","DMSO",9,"E","8","DL238","median.norm.EXT",1.98168498168498
"1415","20141028","dose",9,NA,"etoposide","125","DMSO",9,"E","8","DL238","median.TOF",274
"1416","20141028","dose",9,NA,"etoposide","125","DMSO",9,"E","8","DL238","norm.n",86.3333333333333
"1417","20141028","dose",9,NA,"etoposide","250","DMSO",9,"E","9","DL238","median.EXT",376
"1418","20141028","dose",9,NA,"etoposide","250","DMSO",9,"E","9","DL238","median.norm.EXT",1.81642512077295
"1419","20141028","dose",9,NA,"etoposide","250","DMSO",9,"E","9","DL238","median.TOF",212
"1420","20141028","dose",9,NA,"etoposide","250","DMSO",9,"E","9","DL238","norm.n",91
"1421","20141028","dose",9,NA,"etoposide","500","DMSO",9,"E","10","DL238","median.EXT",226
"1422","20141028","dose",9,NA,"etoposide","500","DMSO",9,"E","10","DL238","median.norm.EXT",1.91428571428571
"1423","20141028","dose",9,NA,"etoposide","500","DMSO",9,"E","10","DL238","median.TOF",114
"1424","20141028","dose",9,NA,"etoposide","500","DMSO",9,"E","10","DL238","norm.n",16.3333333333333
"1425","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"E","11","DL238","median.EXT",188
"1426","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"E","11","DL238","median.norm.EXT",1.98591549295775
"1427","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"E","11","DL238","median.TOF",88
"1428","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"E","11","DL238","norm.n",15
"1429","20141028","dose",9,NA,"etoposide","0","DMSO",9,"F","1","CB4856","median.EXT",536
"1430","20141028","dose",9,NA,"etoposide","0","DMSO",9,"F","1","CB4856","median.norm.EXT",1.91034078807242
"1431","20141028","dose",9,NA,"etoposide","0","DMSO",9,"F","1","CB4856","median.TOF",291.5
"1432","20141028","dose",9,NA,"etoposide","0","DMSO",9,"F","1","CB4856","norm.n",120
"1433","20141028","dose",9,NA,"etoposide","125","DMSO",9,"F","2","CB4856","median.EXT",524.5
"1434","20141028","dose",9,NA,"etoposide","125","DMSO",9,"F","2","CB4856","median.norm.EXT",1.97739334558073
"1435","20141028","dose",9,NA,"etoposide","125","DMSO",9,"F","2","CB4856","median.TOF",256
"1436","20141028","dose",9,NA,"etoposide","125","DMSO",9,"F","2","CB4856","norm.n",101.333333333333
"1437","20141028","dose",9,NA,"etoposide","250","DMSO",9,"F","3","CB4856","median.EXT",205
"1438","20141028","dose",9,NA,"etoposide","250","DMSO",9,"F","3","CB4856","median.norm.EXT",1.640625
"1439","20141028","dose",9,NA,"etoposide","250","DMSO",9,"F","3","CB4856","median.TOF",116
"1440","20141028","dose",9,NA,"etoposide","250","DMSO",9,"F","3","CB4856","norm.n",35
"1441","20141028","dose",9,NA,"etoposide","500","DMSO",9,"F","4","CB4856","median.EXT",169
"1442","20141028","dose",9,NA,"etoposide","500","DMSO",9,"F","4","CB4856","median.norm.EXT",1.82432432432432
"1443","20141028","dose",9,NA,"etoposide","500","DMSO",9,"F","4","CB4856","median.TOF",83
"1444","20141028","dose",9,NA,"etoposide","500","DMSO",9,"F","4","CB4856","norm.n",11
"1445","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"F","5","CB4856","median.EXT",184
"1446","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"F","5","CB4856","median.norm.EXT",2.66666666666667
"1447","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"F","5","CB4856","median.TOF",88
"1448","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"F","5","CB4856","norm.n",6.33333333333333
"1449","20141028","dose",9,NA,"etoposide","0","DMSO",9,"F","7","N2","median.EXT",514
"1450","20141028","dose",9,NA,"etoposide","0","DMSO",9,"F","7","N2","median.norm.EXT",1.94756554307116
"1451","20141028","dose",9,NA,"etoposide","0","DMSO",9,"F","7","N2","median.TOF",268
"1452","20141028","dose",9,NA,"etoposide","0","DMSO",9,"F","7","N2","norm.n",159.666666666667
"1453","20141028","dose",9,NA,"etoposide","125","DMSO",9,"F","8","N2","median.EXT",700
"1454","20141028","dose",9,NA,"etoposide","125","DMSO",9,"F","8","N2","median.norm.EXT",2.33177570093458
"1455","20141028","dose",9,NA,"etoposide","125","DMSO",9,"F","8","N2","median.TOF",302
"1456","20141028","dose",9,NA,"etoposide","125","DMSO",9,"F","8","N2","norm.n",99
"1457","20141028","dose",9,NA,"etoposide","250","DMSO",9,"F","9","N2","median.EXT",376
"1458","20141028","dose",9,NA,"etoposide","250","DMSO",9,"F","9","N2","median.norm.EXT",1.83870967741935
"1459","20141028","dose",9,NA,"etoposide","250","DMSO",9,"F","9","N2","median.TOF",215
"1460","20141028","dose",9,NA,"etoposide","250","DMSO",9,"F","9","N2","norm.n",89
"1461","20141028","dose",9,NA,"etoposide","500","DMSO",9,"F","10","N2","median.EXT",241.5
"1462","20141028","dose",9,NA,"etoposide","500","DMSO",9,"F","10","N2","median.norm.EXT",1.91511627906977
"1463","20141028","dose",9,NA,"etoposide","500","DMSO",9,"F","10","N2","median.TOF",111.5
"1464","20141028","dose",9,NA,"etoposide","500","DMSO",9,"F","10","N2","norm.n",21.3333333333333
"1465","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"F","11","N2","median.EXT",221
"1466","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"F","11","N2","median.norm.EXT",2.46478873239437
"1467","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"F","11","N2","median.TOF",94
"1468","20141028","dose",9,NA,"etoposide","1000","DMSO",9,"F","11","N2","norm.n",21.6666666666667
"1469","20141028","dose",9,NA,"etoposide","0","DMSO",9,"G","1","CB4856","median.EXT",575.5
"1470","20141028","dose",9,NA,"etoposide","0","DMSO",9,"G","1","CB4856","median.norm.EXT",1.9331369213107
"1471","20141028","dose",9,NA,"etoposide","0","DMSO",9,"G","1","CB4856","median.TOF",301
"1472","20141028","dose",9,NA,"etoposide","0","DMSO",9,"G","1","CB4856","norm.n",139.333333333333
"1473","20141028","dose",9,NA,"etoposide","125","DMSO",9,"G","2","CB4856","median.EXT",530
"1474","20141028","dose",9,NA,"etoposide","125","DMSO",9,"G","2","CB4856","median.norm.EXT",1.92255892255892
"1475","20141028","dose",9,NA,"etoposide","125","DMSO",9,"G","2","CB4856","median.TOF",276
"1476","20141028","dose",9,NA,"etoposide","125","DMSO",9,"G","2","CB4856","norm.n",107.666666666667
"1477","20141028","dose",9,NA,"etoposide","250","DMSO",9,"G","3","CB4856","median.EXT",261.5
"1478","20141028","dose",9,NA,"etoposide","250","DMSO",9,"G","3","CB4856","median.norm.EXT",1.58145854398382
"1479","20141028","dose",9,NA,"etoposide","250","DMSO",9,"G","3","CB4856","median.TOF",156.5
"1480","20141028","dose",9,NA,"etoposide","250","DMSO",9,"G","3","CB4856","norm.n",36.6666666666667
"1481","20141028","dose",9,NA,"etoposide","500","DMSO",9,"G","4","CB4856","median.EXT",227.5
